ID,total+AF8-number+AF8-employees,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
756,26,0,0,0,0,0,0,0
757,4,0,0,0,0,0,0,0
758,3,0,0,0,0,0,0,0
759,2,0,0,0,0,0,0,0
760,9,0,0,0,0,0,0,0
761,4,0,0,0,0,0,0,0
762,3,0,0,0,0,0,0,0
763,6,0,0,0,0,0,0,0
764,2,0,0,0,0,0,0,0
765,3,0,0,0,0,0,0,0
766,3,0,0,0,0,0,0,0
767,1,0,0,0,0,0,0,0
768,19,0,0,0,0,0,0,0
769,13,0,0,0,0,0,0,0
770,2,0,0,0,0,0,0,0
771,1,0,0,0,0,0,0,0
772,7,0,0,0,0,0,0,0
773,1,0,0,0,0,0,0,0
774,19,0,0,0,0,0,0,0
775,5,0,0,0,0,0,0,0
776,4,0,0,0,0,0,0,0
777,11,0,0,0,0,0,0,0
778,1,0,0,0,0,0,0,0
779,2,0,0,0,0,0,0,0
780,24,0,0,0,0,0,0,0
781,7,0,0,0,0,0,0,0
782,1,0,0,0,0,0,0,0
783,3,0,0,0,0,0,0,0
784,2,0,0,0,0,0,0,0
785,15,0,0,0,0,0,0,0
786,1,0,0,0,0,0,0,0
787,1,0,0,0,0,0,0,0
788,8,0,0,0,0,0,0,0
789,45,0,0,0,0,0,0,0
790,5,0,0,0,0,0,0,0
791,11,0,0,0,0,0,0,0
792,2,0,0,0,0,0,0,0
793,17,0,0,0,0,0,0,0
794,1,0,0,0,0,0,0,0
795,9,0,0,0,0,0,0,0
796,6,0,0,0,0,0,0,0
797,20,0,0,0,0,0,0,0
798,6,0,0,0,0,0,0,0
799,5,0,0,0,0,0,0,0
800,2,0,0,0,0,0,0,0
801,12,0,0,0,0,0,0,0
802,3,0,0,0,0,0,0,0
803,2,0,0,0,0,0,0,0
804,1,0,0,0,0,0,0,0
805,5,0,0,0,0,0,0,0
806,5,0,0,0,0,0,0,0
807,2,0,0,0,0,0,0,0
808,1,0,0,0,0,0,0,0
809,1,0,0,0,0,0,0,0
810,4,0,0,0,0,0,0,0
811,6,0,0,0,0,0,0,1
812,1,0,0,0,0,0,0,0
813,11,0,0,0,0,0,0,0
814,5,0,0,0,0,0,0,0
815,2,0,0,0,0,0,0,0
816,4,0,0,0,0,0,0,0
817,1,0,0,0,0,0,0,0
818,1,0,0,0,0,0,0,0
819,3,0,0,0,0,0,0,0
820,1,0,0,0,0,0,0,0
821,11,0,0,0,0,0,0,0
822,1,0,0,0,0,0,0,0
823,4,0,0,0,0,0,0,0
824,15,0,0,0,0,0,0,0
825,2,0,0,0,0,0,0,0
826,1,0,0,0,0,0,0,1
827,7,0,0,0,0,0,0,1
828,18,0,0,0,0,0,0,1
829,6,0,0,0,0,0,0,1
830,6,0,0,0,0,0,0,1
831,10,0,0,0,0,0,0,1
832,57,0,0,0,0,0,0,1
833,5,0,0,0,0,0,0,1
834,5,0,0,0,0,0,0,1
835,13,0,0,0,0,0,0,1
836,4,0,0,0,0,0,0,1
837,7,0,0,0,0,0,0,1
838,1,0,0,0,0,0,0,1
839,3,0,0,0,0,0,0,1
840,5,0,0,0,0,0,0,1
841,3,0,0,0,0,0,0,1
842,7,0,0,0,0,0,0,1
843,2,0,0,0,0,0,0,1
844,4,0,0,0,0,0,0,1
845,6,0,0,0,0,0,0,1
846,5,0,0,0,0,0,0,1
847,13,0,0,0,0,0,0,1
848,3,0,0,0,0,0,0,1
849,8,0,0,0,0,0,0,1
850,3,0,0,0,0,0,0,1
851,12,0,0,0,0,0,0,1
852,7,0,0,0,0,0,0,1
853,4,0,0,0,0,0,0,1
854,2,0,0,0,0,0,0,1
855,6,0,0,0,0,0,0,1
856,2,0,0,0,0,0,0,1
857,4,0,0,0,0,0,0,1
858,2,0,0,0,0,0,0,1
859,3,0,0,0,0,0,0,1
860,2,0,0,0,0,0,0,1
861,6,0,0,0,0,0,0,1
862,1,0,0,0,0,0,0,1
863,9,0,0,0,0,0,0,1
864,3,0,0,0,0,0,0,1
865,6,0,0,0,0,0,0,1
866,6,0,0,0,0,0,0,1
867,2,0,0,0,0,0,0,1
868,4,0,0,0,0,0,0,1
869,2,0,0,0,0,0,0,1
870,2,0,0,0,0,0,0,1
871,4,0,0,0,0,0,0,1
872,4,0,0,0,0,0,0,1
873,5,0,0,0,0,0,0,1
874,4,0,0,0,0,0,0,1
875,5,0,0,0,0,0,0,1
876,2,0,0,0,0,0,0,1
877,8,0,0,0,0,0,0,1
878,4,0,0,0,0,0,0,1
879,6,0,0,0,0,0,0,1
880,2,0,0,0,0,0,0,1
881,15,0,0,0,0,0,0,1
882,2,0,0,0,0,0,0,1
883,2,0,0,0,0,0,0,1
884,1,0,0,0,0,0,0,1
885,5,0,0,0,0,0,0,1
886,5,0,0,0,0,0,0,1
887,6,0,0,0,0,0,0,1
888,1,0,0,0,0,0,0,1
889,5,0,0,0,0,0,0,1
890,3,0,0,0,0,0,0,1
891,4,0,0,0,0,0,0,1
892,6,0,0,0,0,0,0,1
893,1,0,0,0,0,0,0,1
894,5,0,0,0,0,0,0,1
895,8,0,0,0,0,0,0,1
896,14,0,0,0,0,0,0,1
897,11,0,0,0,0,0,0,1
898,4,0,0,0,0,0,0,1
899,6,0,0,0,0,0,0,1
900,1,0,0,0,0,0,0,1
901,4,0,0,0,0,0,0,1
902,8,0,0,0,0,0,0,1
903,3,0,0,0,0,0,0,1
904,1,0,0,0,0,0,0,1
905,1,0,0,0,0,0,0,1
906,2,0,0,0,0,0,0,1
907,3,0,0,0,0,0,0,1
908,2,0,0,0,0,0,0,1
909,2,0,0,0,0,0,0,1
910,8,0,0,0,0,0,0,1
911,3,0,0,0,0,0,0,1
912,4,0,0,0,0,0,0,1
913,6,0,0,0,0,0,0,1
914,4,0,0,0,0,0,0,1
915,13,0,0,0,0,0,0,1
916,2,0,0,0,0,0,0,1
917,8,0,0,0,0,0,0,1
918,2,0,0,0,0,0,0,1
919,4,0,0,0,0,0,0,1
920,3,0,0,0,0,0,0,1
921,5,0,0,0,0,0,0,1
922,6,0,0,0,0,0,0,1
923,6,0,0,0,0,0,0,1
924,9,0,0,0,0,0,0,1
925,3,0,0,0,0,0,0,1
926,8,0,0,0,0,0,0,1
927,9,0,0,0,0,0,0,1
928,4,0,0,0,0,0,0,1
929,22,0,0,0,0,0,0,1
930,2,0,0,0,0,0,0,1
931,5,0,0,0,0,0,0,1
932,1,0,0,0,0,0,0,1
933,6,0,0,0,0,0,0,1
934,11,0,0,0,0,0,0,1
935,2,0,0,0,0,0,0,1
936,2,0,0,0,0,0,0,1
937,3,0,0,0,0,0,0,1
938,1,0,0,0,0,0,0,1
939,6,0,0,0,0,0,0,1
940,2,0,0,0,0,0,0,1
941,2,0,0,0,0,0,0,1
942,9,0,0,0,0,0,0,1
943,1,0,0,0,0,0,0,1
944,8,0,0,0,0,0,0,1
945,3,0,0,0,0,0,0,1
946,16,0,0,0,0,0,0,1
947,6,0,0,0,0,0,0,1
948,2,0,0,0,0,0,0,1
949,3,0,0,0,0,0,0,1
950,1,0,0,0,0,0,0,1
951,2,0,0,0,0,0,0,1
952,1,0,0,0,0,0,0,1
953,2,0,0,0,0,0,0,1
954,3,0,0,0,0,0,0,1
955,2,0,0,0,0,0,0,1
956,7,0,0,0,0,0,0,0
957,5,0,0,0,0,0,0,0
958,4,0,0,0,0,0,0,1
959,7,0,0,0,0,0,0,1
960,4,0,0,0,0,0,0,1
961,8,0,0,0,0,0,0,1
962,4,0,0,0,0,0,0,1
963,20,0,0,0,0,0,0,1
964,3,0,0,0,0,0,0,1
965,2,0,0,0,0,0,0,1
966,1,0,0,0,0,0,0,1
967,2,0,0,0,0,0,0,1
968,2,0,0,0,0,0,0,1
969,4,0,0,0,0,0,0,1
970,2,0,0,0,0,0,0,1
971,6,0,0,0,0,0,0,1
972,1,0,0,0,0,0,0,1
973,4,0,0,0,0,0,0,1
974,2,0,0,0,0,0,0,1
975,23,0,0,0,0,0,0,1
976,10,0,0,0,0,0,0,1
977,32,0,0,0,0,0,0,1
978,19,0,0,0,0,0,0,1
979,1,0,0,0,0,0,0,1
980,5,0,0,0,0,0,0,1
981,9,0,0,0,0,0,0,1
982,8,0,0,0,0,0,0,1
983,8,0,0,0,0,0,0,1
984,14,0,0,0,0,0,0,1
985,6,0,0,0,0,0,0,1
986,6,0,0,0,0,0,0,1
987,45,0,0,0,0,0,0,1
988,58,0,0,0,0,0,0,1
989,44,0,0,0,0,0,0,1
990,2,0,0,0,0,0,0,1
991,1,0,0,0,0,0,0,1
992,3,0,0,0,0,0,0,1
993,4,0,0,0,0,0,0,1
994,4,0,0,0,0,0,0,1
995,3,0,0,0,0,0,0,1
996,1,0,0,0,0,0,0,1
997,1,0,0,0,0,0,0,1
998,1,0,0,0,0,0,0,1
999,5,0,0,0,0,0,0,1
1000,3,0,0,0,0,0,0,1
1001,9,0,0,0,0,0,0,1
1002,18,0,0,0,0,0,0,1
1003,2,0,0,0,0,0,0,1
1004,2,0,0,0,0,0,0,1
1005,5,0,0,0,0,0,0,1
1006,2,0,0,0,0,0,0,1
1007,4,0,0,0,0,0,0,1
1008,1,0,0,0,0,0,0,1
1009,6,0,0,0,0,0,0,1
1010,3,0,0,0,0,0,0,1
1011,2,0,0,0,0,0,0,1
1012,3,0,0,0,0,0,0,0
1013,2,0,0,0,0,0,0,0
1014,3,0,0,0,0,0,0,0
1015,2,0,0,0,0,0,0,0
1016,3,0,0,0,0,0,0,0
1017,6,0,0,0,0,0,0,0
1018,5,0,0,0,0,0,0,0
1019,5,0,0,0,0,0,0,1
1020,8,0,0,0,0,0,0,1
1021,2,0,0,0,0,0,0,1
1022,1,0,0,0,0,0,0,1
1023,5,0,0,0,0,0,0,1
1024,8,0,0,0,0,0,0,1
1025,2,0,0,0,0,0,0,1
1026,8,0,0,0,0,0,0,1
1027,4,0,0,0,0,0,0,1
1028,3,0,0,0,0,0,0,1
1029,3,0,0,0,0,0,0,1
1030,11,0,0,0,0,0,0,1
1031,1,0,0,0,0,0,0,1
1032,2,0,0,0,0,0,0,1
1033,11,0,0,0,0,0,0,1
1034,3,0,0,0,0,0,0,1
1035,15,0,0,0,0,0,0,1
1036,1,0,0,0,0,0,0,1
1037,4,0,0,0,0,0,0,1
1038,5,0,0,0,0,0,0,0
1039,3,0,0,0,0,0,0,1
1040,1,0,0,0,0,0,0,1
1041,6,0,0,0,0,0,0,1
1042,3,0,0,0,0,0,0,1
1043,1,0,0,0,0,0,0,1
1044,5,0,0,0,0,0,0,1
1045,5,0,0,0,0,0,0,0
1046,36,0,0,0,0,0,0,0
1047,14,0,0,0,0,0,0,1
1048,10,0,0,0,0,0,0,1
1049,4,0,0,0,0,0,0,1
1050,2,0,0,0,0,0,0,1
1051,3,0,0,0,0,0,0,1
1052,11,0,0,0,0,0,0,1
1053,10,0,0,0,0,0,0,1
1054,2,0,0,0,0,0,0,1
1055,1,0,0,0,0,0,0,1
1056,10,0,0,0,0,0,0,1
1057,3,0,0,0,0,0,0,1
1058,10,0,0,0,0,0,0,1
1059,6,0,0,0,0,0,0,1
1060,4,0,0,0,0,0,0,1
1061,6,0,0,0,0,0,0,1
1062,6,0,0,0,0,0,0,1
1063,8,0,0,0,0,0,0,1
1064,3,0,0,0,0,0,0,1
1065,4,0,0,0,0,0,0,1
1066,3,0,0,0,0,0,0,1
1067,4,0,0,0,0,0,0,1
1068,5,0,0,0,0,0,0,1
1069,10,0,0,0,0,0,0,1
1070,7,0,0,0,0,0,0,1
1071,2,0,0,0,0,0,0,1
1072,12,0,0,0,0,0,0,1
1073,4,0,0,0,0,0,0,1
1074,7,0,0,0,0,0,0,1
1075,6,0,0,0,0,0,0,1
1076,5,0,0,0,0,0,0,1
1077,3,0,0,0,0,0,0,1
1078,6,0,0,0,0,0,0,1
1079,5,0,0,0,0,0,0,1
1080,3,0,0,0,0,0,0,1
1081,7,0,0,0,0,0,0,1
1082,1,0,0,0,0,0,0,1
1083,1,0,0,0,0,0,0,1
1084,13,0,0,0,0,0,0,1
1085,5,0,0,0,0,0,0,1
1086,5,0,0,0,0,0,0,1
1087,1,0,0,0,0,0,0,1
1088,2,0,0,0,0,0,0,1
1089,2,0,0,0,0,0,0,1
1090,2,0,0,0,0,0,0,1
1091,13,0,0,0,0,0,0,1
1092,9,0,0,0,0,0,0,1
1093,3,0,0,0,0,0,0,1
1094,7,0,0,0,0,0,0,1
1095,5,0,0,0,0,0,0,1
1096,1,0,0,0,0,0,0,1
1097,5,0,0,0,0,0,0,1
1098,13,0,0,0,0,0,0,1
1099,4,0,0,0,0,0,0,1
1100,3,0,0,0,0,0,0,1
1101,53,0,0,0,0,0,0,1
1102,8,0,0,0,0,0,0,1
1103,3,0,0,0,0,0,0,1
1104,11,0,0,0,0,0,0,1
1105,3,0,0,0,0,0,0,1
1106,13,0,0,0,0,0,0,1
1107,6,0,0,0,0,0,0,1
1108,3,0,0,0,0,0,0,1
1109,4,0,0,0,0,0,0,1
1110,4,0,0,0,0,0,0,1
1111,3,0,0,0,0,0,0,1
1112,4,0,0,0,0,0,0,1
1113,7,0,0,0,0,0,0,1
1114,5,0,0,0,0,0,0,1
1115,3,0,0,0,0,0,0,1
1116,5,0,0,0,0,0,0,1
1117,7,0,0,0,0,0,0,1
1118,5,0,0,0,0,0,0,1
1119,2,0,0,0,0,0,0,1
1120,3,0,0,0,0,0,0,1
1121,8,0,0,0,0,0,0,1
1122,9,0,0,0,0,0,0,1
1123,7,0,0,0,0,0,0,1
1124,1,0,0,0,0,0,0,1
1125,10,0,0,0,0,0,0,1
1126,1,0,0,0,0,0,0,0
1127,1,0,0,0,0,0,0,0
1128,2,0,0,0,0,0,0,0
1129,6,0,0,0,0,0,0,0
1130,7,0,0,0,0,0,0,0
1131,10,0,0,0,0,0,0,0
1132,14,0,0,0,0,0,0,0
1133,14,0,0,0,0,0,0,0
1134,8,0,0,0,0,0,0,0
1135,4,0,0,0,0,0,0,0
1136,2,0,0,0,0,0,0,0
1137,9,0,0,0,0,0,0,0
1138,7,0,0,0,0,0,0,0
1139,2,0,0,0,0,0,0,0
1140,3,0,0,0,0,0,0,0
1141,12,0,0,0,0,0,0,0
1142,21,0,0,0,0,0,0,0
1143,25,0,0,0,0,0,0,0
1144,11,0,0,0,0,0,0,0
1145,3,0,0,0,0,0,0,0
1146,1,0,0,0,0,0,0,0
1147,13,0,0,0,0,0,0,0
1148,1,0,0,0,0,0,0,0
1149,10,0,0,0,0,0,0,0
1150,14,0,0,0,0,0,0,0
1151,6,0,0,0,0,0,0,0
1152,5,0,0,0,0,0,0,0
1153,7,0,0,0,0,0,0,0
1154,24,0,0,0,0,0,0,0
1155,3,0,0,0,0,0,0,0
1156,6,0,0,0,0,0,0,0
1157,2,0,0,0,0,0,0,0
1158,6,0,0,0,0,0,0,0
1159,1,0,0,0,0,0,0,0
1160,1,0,0,0,0,0,0,0
1161,1,0,0,0,0,0,0,0
1162,2,0,0,0,0,0,0,0
1163,14,0,0,0,0,0,0,0
1164,5,0,0,0,0,0,0,0
1165,1,0,0,0,0,0,0,0
1166,4,0,0,0,0,0,0,0
1167,9,0,0,0,0,0,0,0
1168,7,0,0,0,0,0,0,0
1169,9,0,0,0,0,0,0,0
1170,6,0,0,0,0,0,0,0
1171,3,0,0,0,0,0,0,0
1172,4,0,0,0,0,0,0,0
1173,4,0,0,0,0,0,0,0
1174,2,0,0,0,0,0,0,0
1175,1,0,0,0,0,0,0,0
1176,7,0,0,0,0,0,0,0
1177,1,0,0,0,0,0,0,0
1178,2,0,0,0,0,0,0,0
1179,3,0,0,0,0,0,0,0
1180,34,0,0,0,0,0,0,0
1181,2,0,0,0,0,0,0,0
1182,3,0,0,0,0,0,1,0
1183,1,0,0,0,0,0,0,0
1184,1,0,0,0,0,0,0,0
1185,1,0,0,0,0,0,0,0
1186,2,0,0,0,0,0,0,0
1187,2,0,0,0,0,0,0,0
1188,1,0,0,0,0,0,0,0
1189,3,0,0,0,0,0,0,0
1190,1,0,0,0,0,0,0,0
1191,1,0,0,0,0,0,0,0
1192,4,0,0,0,0,0,0,0
1193,1,0,0,0,0,0,0,0
1194,1,0,0,0,0,0,0,0
1195,6,0,0,0,0,0,0,0
1196,5,0,0,0,0,0,0,0
1197,2,0,0,0,0,0,0,0
1198,2,0,0,0,0,0,0,0
1199,8,0,0,0,0,0,0,0
1200,1,0,0,0,0,0,0,0
1201,7,0,0,0,0,0,0,0
1202,1,0,0,0,0,0,0,0
1203,1,0,0,0,0,0,0,0
1204,6,0,0,0,0,0,0,0
1205,3,0,0,0,0,0,0,0
1206,1,0,0,0,0,0,0,0
1207,3,0,0,0,0,0,0,0
1208,2,0,0,0,0,0,0,0
1209,2,0,0,0,0,0,0,0
1210,4,0,0,0,0,0,0,0
1211,4,0,0,0,0,0,0,0
1212,2,0,0,0,0,0,0,0
1213,34,0,0,0,0,0,0,0
1214,4,0,0,0,0,0,0,0
1215,1,0,0,0,0,0,0,0
1216,1,0,0,0,0,0,0,0
1217,5,0,0,0,0,0,0,0
1218,5,0,0,0,0,0,0,0
1219,1,0,0,0,0,0,0,0
1220,1,0,0,0,0,0,0,0
1221,1,0,0,0,0,0,0,0
1222,1,0,0,0,0,0,0,0
1223,1,0,0,0,0,0,0,0
1224,1,0,0,0,0,0,0,0
1225,1,0,0,0,0,0,0,0
1226,8,0,0,0,0,0,0,0
1227,2,0,0,0,0,0,0,0
1228,2,0,0,0,0,0,0,0
1229,2,0,0,0,0,0,0,0
1230,1,0,0,0,0,0,0,0
1231,1,0,0,0,0,0,0,0
1232,2,0,0,0,0,0,0,0
1233,13,0,0,0,0,0,0,0
1234,1,0,0,0,0,0,0,0
1235,2,0,0,0,0,0,0,0
1236,18,0,0,0,0,0,0,0
1237,3,0,0,0,0,0,0,0
1238,27,0,0,0,0,0,0,0
1239,15,0,0,0,0,0,0,0
1240,11,0,0,0,0,0,0,0
1241,6,0,0,0,0,0,0,0
1242,4,0,0,0,0,0,0,0
1243,3,0,0,0,0,0,0,0
1244,12,0,0,0,0,0,0,0
1245,1,0,0,0,0,0,0,0
1246,10,0,0,0,0,0,0,0
1247,2,0,0,0,0,0,0,0
1248,1,0,0,0,0,0,0,0
1249,3,0,0,0,0,0,0,0
1250,2,0,0,0,0,0,0,0
1251,3,0,0,0,0,0,0,0
1252,1,0,0,0,0,0,0,0
1253,1,0,0,0,0,0,0,0
1254,1,0,0,0,0,0,0,0
1255,4,0,0,0,0,0,0,0
1256,2,0,0,0,0,0,0,0
1257,1,0,0,0,0,0,0,0
1258,1,0,0,0,0,0,0,0
1259,1,0,0,0,0,0,0,0
1260,1,0,0,0,0,0,0,0
1261,4,0,0,0,0,0,0,0
1262,10,0,0,0,0,0,0,0
1263,10,0,0,0,0,0,0,0
1264,1,0,0,0,0,0,0,0
1265,1,0,0,0,0,0,0,0
1266,3,0,0,0,0,0,0,0
1267,2,0,0,0,0,0,0,0
1268,1,0,0,0,0,0,0,0
1269,1,0,0,0,0,0,0,0
1270,1,0,0,0,0,0,0,0
1271,2,0,0,0,0,0,0,0
1272,15,0,0,0,0,0,0,0
1273,1,0,0,0,0,0,0,0
1274,2,0,0,0,0,0,0,0
1275,5,0,0,0,0,0,0,0
1276,5,0,0,0,0,0,0,0
1277,3,0,0,0,0,0,0,0
1278,3,0,0,0,0,0,0,0
1279,6,0,0,0,0,0,0,0
1280,3,0,0,0,0,0,0,0
1281,2,0,0,0,0,0,0,0
1282,1,0,0,0,0,0,0,0
1283,7,0,0,0,0,0,0,0
1284,1,0,0,0,0,0,0,0
1285,4,0,0,0,0,0,0,0
1286,1,0,0,0,0,0,0,0
1287,1,0,0,0,0,0,0,0
1288,3,0,0,0,0,0,0,0
1289,2,0,0,0,0,0,0,0
1290,3,0,0,0,0,0,0,0
1291,1,0,0,0,0,0,0,0
1292,6,0,0,0,0,0,0,0
1293,1,0,0,0,0,0,0,0
1294,6,0,0,0,0,0,0,0
1295,2,0,0,0,0,0,0,0
1296,2,0,0,0,0,0,0,0
1297,3,0,0,0,0,0,0,0
1298,2,0,0,0,0,0,0,0
1299,2,0,0,0,0,0,0,0
1300,5,0,0,0,0,0,0,0
1301,3,0,0,0,0,0,0,0
1302,4,0,0,0,0,0,0,0
1303,3,0,0,0,0,0,0,0
1304,3,0,0,0,0,0,0,0
1305,1,0,0,0,0,0,0,0
1306,1,0,0,0,0,0,0,0
1307,2,0,0,0,0,0,0,0
1308,1,0,0,0,0,0,0,0
1309,1,0,0,0,0,0,0,0
1310,3,0,0,0,0,0,0,0
1311,6,0,0,0,0,0,0,0
1312,28,0,0,0,0,0,0,0
1313,6,0,0,0,0,0,0,0
1314,7,0,0,0,0,0,0,0
1315,15,0,0,0,0,0,0,0
1316,6,0,0,0,0,0,0,0
1317,8,0,0,0,0,0,0,0
1318,5,0,0,0,0,0,0,0
1319,3,0,0,0,0,0,0,0
1320,9,0,0,0,0,0,0,0
1321,1,0,0,0,0,0,0,0
1322,32,0,0,0,0,0,0,0
1323,1,0,0,0,0,0,0,0
1324,6,0,0,0,0,0,0,0
1325,2,0,0,0,0,0,0,0
1326,2,0,0,0,0,0,0,0
1327,6,0,0,0,0,0,0,0
1328,2,0,0,0,0,0,0,0
1329,1,0,0,0,0,0,0,0
1330,1,0,0,0,0,0,0,0
1331,9,0,0,0,0,0,0,0
1332,7,0,0,0,0,0,0,0
1333,1,0,0,0,0,0,0,0
1334,1,0,0,0,0,0,0,0
1335,3,0,0,0,0,0,0,0
1336,12,0,0,0,0,0,0,0
1337,1,0,0,0,0,0,0,0
1338,8,0,0,0,0,0,0,0
1339,1,0,0,0,0,0,0,0
1340,3,0,0,0,0,0,0,0
1341,2,0,0,0,0,0,0,0
1342,2,0,0,0,0,0,0,0
1343,1,0,0,0,0,0,0,0
1344,1,0,0,0,0,0,0,0
1345,4,0,0,0,0,0,0,0
1346,5,0,0,0,0,0,0,0
1347,2,0,0,0,0,0,0,0
1348,3,0,0,0,0,0,0,0
1349,3,0,0,0,0,0,0,0
1350,2,0,0,0,0,0,0,0
1351,2,0,0,0,0,0,0,0
1352,2,0,0,0,0,0,0,0
1353,36,0,0,0,0,0,0,1
1354,3,0,0,0,0,0,0,1
1355,2,0,0,0,0,0,0,1
1356,3,0,0,0,0,0,0,1
1357,1,0,0,0,0,0,0,1
1358,4,0,0,0,0,0,0,1
1359,26,0,0,0,0,0,0,1
1360,1,0,0,0,0,0,0,1
1361,1,0,0,0,0,0,0,1
1362,2,0,0,0,0,0,0,1
1363,4,0,0,0,0,0,0,1
1364,6,0,0,0,0,0,0,1
1365,3,0,0,0,0,0,0,1
1366,5,0,0,0,0,0,0,1
1367,2,0,0,0,0,0,0,0
1368,1,0,0,0,0,0,0,1
1369,3,0,0,0,0,0,0,1
1370,7,0,0,0,0,0,0,1
1371,44,0,0,0,0,0,0,1
1372,27,0,0,0,0,0,0,1
1373,5,0,0,0,0,0,0,0
1374,3,0,0,0,0,0,0,1
1375,3,0,0,0,0,0,0,0
1376,2,0,0,0,0,0,0,1
1377,14,0,0,0,0,0,0,1
1378,34,0,0,0,0,0,0,1
1379,4,0,0,0,0,0,0,1
1380,6,0,0,0,0,0,0,1
1381,1,0,0,0,0,0,0,0
1382,1,0,0,0,0,0,0,1
1383,1,0,0,0,0,0,0,1
1384,6,0,0,0,0,0,0,1
1385,6,0,0,0,0,0,0,1
1386,12,0,0,0,0,0,0,1
1387,9,0,0,0,0,0,0,1
1388,1,0,0,0,0,0,0,1
1389,3,0,0,0,0,0,0,1
1390,5,0,0,0,0,0,0,1
1391,1,0,0,0,0,0,0,1
1392,3,0,0,0,0,0,0,1
1393,36,0,0,0,0,0,0,1
1394,1,0,0,0,0,0,0,1
1395,1,0,0,0,0,0,0,1
1396,5,0,0,0,0,0,0,1
1397,3,0,0,0,0,0,0,1
1398,3,0,0,0,0,0,0,1
1399,2,0,0,0,0,0,0,1
1400,2,0,0,0,0,0,0,1
1401,3,0,0,0,0,0,0,1
1402,5,0,0,0,0,0,0,1
1403,10,0,0,0,0,0,0,1
1404,9,0,0,0,0,0,0,1
1405,3,0,0,0,0,0,0,1
1406,4,0,0,0,0,0,0,1
1407,4,0,0,0,0,0,0,1
1408,3,0,0,0,0,0,0,1
1409,12,0,0,0,0,0,0,1
1410,2,0,0,0,0,0,0,0
1411,1,0,0,0,0,0,0,0
1412,22,0,0,0,0,0,0,1
1413,773,0,0,0,0,0,0,0
1414,1,0,0,0,0,0,0,0
1415,2,0,0,0,0,0,0,0
1416,70,0,0,0,0,0,0,0
1417,1,0,0,0,0,0,0,0
1418,24,0,0,0,0,0,0,0
1419,1,0,0,0,0,0,0,0
1420,1,0,0,0,0,0,0,0
1421,6,0,0,0,0,0,0,0
1422,4,0,0,0,0,0,0,0
1423,1,0,0,0,0,0,0,0
1424,12,0,0,0,0,0,0,0
1425,20,0,0,0,0,0,0,0
1426,3,0,0,0,0,0,0,0
1427,3,0,0,0,0,0,0,0
1428,4,0,0,0,0,0,0,0
1429,7,0,0,0,0,0,0,0
1430,1,0,0,0,0,0,0,0
1431,5,0,0,0,0,0,0,0
1432,4,0,0,0,0,0,0,0
1433,4,0,0,0,0,0,0,0
1434,2,0,0,0,0,0,0,0
1435,1,0,0,0,0,0,0,0
1436,74,0,0,0,0,0,0,0
1437,55,0,0,0,0,0,0,0
1438,9,0,0,0,0,0,0,0
1439,1,0,0,0,0,0,0,0
1440,3,0,0,0,0,0,0,0
1441,4,0,0,0,0,0,0,0
1442,6,0,0,0,0,0,0,0
1443,2,0,0,0,0,0,0,0
1444,2,0,0,0,0,0,0,0
1445,1,0,0,0,0,0,0,0
1446,1,0,0,0,0,0,0,0
1447,3,0,0,0,0,0,0,0
1448,6,0,0,0,0,0,0,0
1449,11,0,0,0,0,0,0,0
1450,4,0,0,0,0,0,0,0
1451,11,0,0,0,0,0,0,0
1452,3,0,0,0,0,0,0,0
1453,1,0,0,0,0,0,0,0
1454,1,0,0,0,0,0,0,0
1455,1,0,0,0,0,0,0,0
1456,14,0,0,0,0,0,0,0
1457,4,0,0,0,0,0,0,0
1458,13,0,0,0,0,0,0,0
1459,24,0,0,0,0,0,0,0
1460,7,0,0,0,0,0,0,0
1461,164,0,0,0,0,0,0,0
1462,5,0,0,0,0,0,0,0
1463,342,0,0,0,0,0,0,0
1464,7,0,0,0,0,0,0,0
1465,276,0,0,0,0,0,0,0
1466,1,0,0,0,0,0,0,0
1467,9,0,0,0,0,0,0,0
1468,4,0,0,0,0,0,0,0
1469,6,0,0,0,0,0,0,1
1470,2,0,0,0,0,0,0,1
1471,3,0,0,0,0,0,0,1
1472,5,0,0,0,0,0,0,1
1473,3,0,0,0,0,0,0,1
1474,4,0,0,0,0,0,0,1
1475,1,0,0,0,0,0,0,1
1476,4,0,0,0,0,0,0,1
1477,2,0,0,0,0,0,0,1
1478,1,0,0,0,0,0,0,1
1479,3,0,0,0,0,0,0,1
1480,2,0,0,0,0,0,0,1
1481,4,0,0,0,0,0,0,1
1482,1,0,0,0,0,0,0,1
1483,1,0,0,0,0,0,0,1
1484,2,0,0,0,0,0,0,1
1485,3,0,0,0,0,0,0,1
1486,19,0,0,0,0,0,0,1
1487,11,0,0,0,0,0,0,1
1488,2,0,0,0,0,0,0,0
1489,6,0,0,0,0,0,0,1
1490,1,0,0,0,0,0,0,1
1491,1,0,0,0,0,0,0,1
1492,10,0,0,0,0,0,0,1
1493,11,0,0,0,0,0,0,1
1494,15,0,0,0,0,0,0,1
1495,3,0,0,0,0,0,0,1
1496,9,0,0,0,0,0,0,1
1497,1,0,0,0,0,0,0,1
1498,1,0,0,0,0,0,0,1
1499,1,0,0,0,0,0,0,1
1500,4,0,0,0,0,0,0,1
