ID,percentage of students funded on grant,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
6101,0,0,0,0,0,0,0,0
6102,0,0,0,0,0,0,0,0
6103,0,0,0,0,0,0,0,0
6104,0,0,0,0,0,0,0,1
6105,0,0,0,0,0,0,0,1
6106,0,0,0,0,0,0,0,1
6107,0,0,0,0,0,0,0,1
6108,0,0,0,0,0,0,0,1
6109,0,0,0,0,0,0,0,1
6110,11.5384615385,0,0,0,0,0,0,0
6111,0,0,0,0,0,0,0,0
6112,0,0,0,0,0,0,0,0
6113,0,0,0,0,0,0,0,0
6114,0,0,0,0,0,0,0,0
6115,0,0,0,0,0,0,0,0
6116,33.3333333333,0,0,0,0,0,0,1
6117,12.5,0,0,0,0,0,0,1
6118,0,0,0,0,0,0,0,1
6119,0,0,0,0,0,0,0,1
6120,83.3333333333,0,0,0,0,0,0,1
6121,0,0,0,0,0,0,0,1
6122,0,0,0,0,0,0,0,1
6123,28.5714285714,0,0,0,0,0,0,1
6124,50,0,0,0,0,0,0,1
6125,0,0,0,0,0,0,0,1
6126,100,0,0,0,0,0,0,1
6127,50,0,0,0,0,0,0,1
6128,20,0,0,0,0,0,0,1
6129,35.7142857143,0,0,0,0,0,0,1
6130,53.3333333333,0,0,0,0,0,0,1
6131,0,0,0,0,0,0,0,1
6132,0,0,0,0,0,0,0,0
6133,42.8571428571,0,0,0,0,0,0,0
6134,20,0,0,0,0,0,0,0
6135,0,0,0,0,0,0,0,0
6136,40,0,0,0,0,0,0,0
6137,50,0,0,0,0,0,0,0
6138,56.25,0,0,0,0,0,0,0
6139,57.1428571429,0,0,0,0,0,0,0
6140,60,0,0,0,0,0,0,0
6141,71.4285714286,0,0,0,0,0,0,0
6142,0,0,0,0,0,0,0,0
6143,33.3333333333,0,0,0,0,0,0,0
6144,27.7777777778,0,0,0,0,0,0,0
6145,0,0,0,0,0,0,0,0
6146,0,0,0,0,0,0,0,0
6147,53.3333333333,0,0,0,0,0,0,0
6148,0,0,0,0,0,0,0,0
6149,33.3333333333,0,0,0,0,0,0,0
6150,50,0,0,0,0,0,0,0
6151,0,0,0,0,0,0,0,0
6152,0,0,0,0,0,0,0,0
6153,0,0,0,0,0,0,0,0
6154,0,0,0,0,0,0,0,0
6155,25,0,0,0,0,0,0,0
6156,0,0,0,0,0,0,0,0
6157,37.5,0,0,0,0,0,0,0
6158,82.3529411765,0,0,0,0,0,0,0
6159,0,0,0,0,0,0,0,0
6160,0,0,0,0,0,0,0,0
6161,0,0,0,0,0,0,0,0
6162,20,0,0,0,0,0,0,0
6163,0,0,0,0,0,0,0,0
6164,14.2857142857,0,0,0,0,0,0,1
6165,100,0,0,0,0,0,0,1
6166,0,0,0,0,0,0,0,1
6167,66.6666666667,0,0,0,0,0,0,1
6168,0,0,0,0,0,0,0,1
6169,0,0,0,0,0,0,0,1
6170,60,0,0,0,0,0,0,1
6171,0,0,0,0,0,0,0,1
6172,0,0,0,0,0,0,0,1
6173,0,0,0,0,0,0,0,1
6174,0,0,0,0,0,0,0,1
6175,0,0,0,0,0,0,0,1
6176,0,0,0,0,0,0,0,1
6177,76.9230769231,0,0,0,0,0,0,1
6178,0,0,0,0,0,0,0,1
6179,0,0,0,0,0,0,0,1
6180,66.6666666667,0,0,0,0,0,0,1
6181,0,0,0,0,0,0,0,1
6182,0,0,0,0,0,0,0,1
6183,25,0,0,0,0,0,0,1
6184,35.4166666667,0,0,0,0,0,0,1
6185,0,0,0,0,0,0,0,1
6186,20,0,0,0,0,0,0,1
6187,0,0,0,0,0,0,0,1
6188,0,0,0,0,0,0,0,1
6189,0,0,0,0,0,0,0,1
6190,0,0,0,0,0,0,0,1
6191,33.3333333333,0,0,0,0,0,0,0
6192,0,0,0,0,0,0,0,1
6193,0,0,0,0,0,0,0,1
6194,0,0,0,0,0,0,0,1
6195,0,0,0,0,0,0,0,1
6196,0,0,0,0,0,0,0,1
6197,50,0,0,0,0,0,0,0
6198,0,0,0,0,0,0,0,1
6199,0,0,0,0,0,0,0,0
6200,0,0,0,0,0,0,0,0
6201,0,0,0,0,0,0,0,0
6202,8.3333333333,0,0,0,0,0,0,1
6203,0,0,0,0,0,0,0,1
6204,0,0,0,0,0,0,0,1
6205,23.0769230769,0,0,0,0,0,0,0
6206,10,0,0,0,0,0,0,0
6207,0,0,0,0,0,0,0,0
6208,0,0,0,0,0,0,0,0
6209,0,0,0,0,0,0,0,0
6210,0,0,0,0,0,0,0,0
6211,0,0,0,0,0,0,0,1
6212,55.5555555556,0,0,0,0,0,0,1
6213,77.7777777778,0,0,0,0,0,0,1
6214,50,0,0,0,0,0,0,1
6215,0,0,0,0,0,0,0,1
6216,30,0,0,0,0,0,0,1
6217,0,0,0,0,0,0,0,1
6218,7.6923076923,0,0,0,0,0,0,1
6219,15,0,0,0,0,0,0,1
6220,66.6666666667,0,0,0,0,0,0,1
6221,63.6363636364,0,0,0,0,0,0,1
6222,42.8571428571,0,0,0,0,0,0,1
6223,84.6153846154,0,0,0,0,0,0,1
6224,57.1428571429,0,0,0,0,0,0,1
6225,0,0,0,0,0,0,0,1
6226,0,0,0,0,0,0,0,0
6227,0,0,0,0,0,0,0,0
6228,0,0,0,0,0,0,0,0
6229,0,0,0,0,0,0,0,0
6230,0,0,0,0,0,0,0,0
6231,25,0,0,0,0,0,0,0
6232,0,0,0,0,0,0,0,0
6233,33.3333333333,0,0,0,0,0,0,0
6234,43.75,0,0,0,0,0,0,0
6235,0,0,0,0,0,0,0,0
6236,0,0,0,0,0,0,0,0
6237,0,0,0,0,0,0,0,0
6238,50,0,0,0,0,0,0,0
6239,22.2222222222,0,0,0,0,0,0,0
6240,37.5,0,0,0,0,0,0,0
6241,0,0,0,0,0,0,0,0
6242,0,0,0,0,0,0,0,0
6243,0,0,0,0,0,0,0,0
6244,7.6923076923,0,0,0,0,0,0,0
6245,0,0,0,0,0,0,0,0
6246,19.0476190476,0,0,0,0,0,0,0
6247,0,0,0,0,0,0,0,0
6248,9.5238095238,0,0,0,0,0,0,0
6249,0,0,0,0,0,0,0,0
6250,13.0081300813,0,0,0,0,0,0,0
6251,0,0,0,0,0,0,0,0
6252,0,0,0,0,0,0,0,0
6253,0,0,0,0,0,0,0,0
6254,0,0,0,0,0,0,0,0
6255,0,0,0,0,0,0,0,0
6256,0,0,0,0,0,0,0,0
6257,18.1818181818,0,0,0,0,0,0,0
6258,0,0,0,0,0,0,0,0
6259,25,0,0,0,0,0,0,0
6260,0,0,0,0,0,0,0,0
6261,0,0,0,0,0,0,0,0
6262,14.2857142857,0,0,0,0,0,0,0
6263,33.3333333333,0,0,0,0,0,0,0
6264,50,0,0,0,0,0,0,0
6265,100,0,0,0,0,0,0,0
6266,14.2857142857,0,0,0,0,0,0,1
6267,81.8181818182,0,0,0,0,0,0,1
6268,0,0,0,0,0,0,0,1
6269,66.6666666667,0,0,0,0,0,0,1
6270,100,0,0,0,0,0,0,1
6271,50,0,0,0,0,0,0,1
6272,50,0,0,0,0,0,0,1
6273,100,0,0,0,0,0,0,1
6274,0,0,0,0,0,0,0,1
6275,0,0,0,0,0,0,0,1
6276,0,0,0,0,0,0,0,1
6277,0,0,0,0,0,0,0,1
6278,0,0,0,0,0,0,0,1
6279,46,0,0,0,0,0,0,1
6280,0,0,0,0,0,0,0,1
6281,0,0,0,0,0,0,0,1
6282,41.6666666667,0,0,0,0,0,0,1
6283,0,0,0,0,0,0,0,1
6284,0,0,0,0,0,0,0,1
6285,100,0,0,0,0,0,0,1
6286,100,0,0,0,0,0,0,1
6287,100,0,0,0,0,0,0,1
6288,14.2857142857,0,0,0,0,0,0,0
6289,29.4117647059,0,0,0,0,0,0,0
6290,40,0,0,0,0,0,0,0
6291,36,0,0,0,0,0,0,0
6292,33.3333333333,0,0,0,0,0,0,0
6293,0,0,0,0,0,0,0,0
6294,0,0,0,0,0,0,0,0
6295,33.3333333333,0,0,0,0,0,0,0
6296,16.6666666667,0,0,0,0,0,0,0
6297,0,0,0,0,0,0,0,0
6298,42.8571428571,0,0,0,0,0,0,0
6299,28.5714285714,0,0,0,0,0,0,0
6300,0,0,0,0,0,0,0,0
6301,0,0,0,0,0,0,0,0
6302,0,0,0,0,0,0,0,0
6303,0,0,0,0,0,0,0,0
6304,0,0,0,0,0,0,0,0
6305,0,0,0,0,0,0,0,0
6306,0,0,0,0,0,0,0,0
6307,0,0,0,0,0,0,0,0
6308,0,0,0,0,0,0,0,0
6309,0,0,0,0,0,0,0,0
6310,0,0,0,0,0,0,0,0
6311,0,0,0,0,0,0,0,0
6312,0,0,0,0,0,0,0,0
6313,100,0,0,0,0,0,0,0
6314,0,0,0,0,0,0,0,0
6315,22.2222222222,0,0,0,0,0,0,0
6316,0,0,0,0,0,0,0,0
6317,3.6363636364,0,0,0,0,0,0,0
6318,0,0,0,0,0,0,0,0
6319,36.8421052632,0,0,0,0,0,0,0
6320,0,0,0,0,0,0,0,0
6321,0,0,0,0,0,0,0,0
6322,0,0,0,0,0,0,0,0
6323,0,0,0,0,0,0,0,0
6324,0,0,0,0,0,0,0,0
6325,0,0,0,0,0,0,0,0
6326,0,0,0,0,0,0,0,0
6327,0,0,0,0,0,0,0,0
6328,0,0,0,0,0,0,0,0
6329,53.3333333333,0,0,0,0,0,0,0
6330,44.4444444444,0,0,0,0,0,0,0
6331,0,0,0,0,0,0,0,0
6332,0,0,0,0,0,0,0,0
6333,0,0,0,0,0,0,0,0
6334,0,0,0,0,0,0,0,0
6335,12.5,0,0,0,0,0,0,0
6336,0,0,0,0,0,0,0,0
6337,0,0,0,0,0,0,0,0
6338,0,0,0,0,0,0,0,0
6339,3.5714285714,0,0,0,0,0,0,0
6340,0,0,0,0,0,0,0,0
6341,7.8431372549,0,0,0,0,0,0,0
6342,32.3529411765,0,0,0,0,0,0,0
6343,0,0,0,0,0,0,0,0
6344,0,0,0,0,0,0,0,0
6345,2.9315960912,0,0,0,0,0,0,0
6346,14.2857142857,0,0,0,0,0,0,0
6347,50,0,0,0,0,0,0,0
6348,0,0,0,0,0,0,0,0
6349,0,0,0,0,0,0,0,0
6350,0,0,0,0,0,0,0,0
6351,0,0,0,0,0,0,0,0
6352,0,0,0,0,0,0,0,0
6353,0,0,0,0,0,0,0,0
6354,0,0,0,0,0,0,0,0
6355,0,0,0,0,0,0,0,0
6356,0,0,0,0,0,0,0,0
6357,0,0,0,0,0,0,0,0
6358,0,0,0,0,0,0,0,0
6359,0,0,0,0,0,0,0,0
6360,0,0,0,0,0,0,0,0
6361,0,0,0,0,0,0,0,0
6362,0,0,0,0,0,0,0,0
6363,0,0,0,0,0,0,0,0
6364,0,0,0,0,0,0,0,0
6365,0,0,0,0,0,0,0,0
6366,0,0,0,0,0,0,0,0
6367,0,0,0,0,0,0,0,0
6368,0,0,0,0,0,0,0,0
6369,0,0,0,0,0,0,0,0
6370,66.6666666667,0,0,0,0,0,0,0
6371,0,0,0,0,0,0,0,0
6372,0,0,0,0,0,0,0,0
6373,0,0,0,0,0,0,0,0
6374,0,0,0,0,0,0,0,0
6375,85.7142857143,0,0,0,0,0,0,0
6376,0,0,0,0,0,0,0,0
6377,25,0,0,0,0,0,0,0
6378,0,0,0,0,0,0,0,0
6379,0,0,0,0,0,0,0,1
6380,0,0,0,0,0,0,0,1
6381,0,0,0,0,0,0,0,0
6382,25,0,0,0,0,0,0,1
6383,0,0,0,0,0,0,0,1
6384,33.3333333333,0,0,0,0,0,0,1
6385,0,0,0,0,0,0,0,1
6386,50,0,0,0,0,0,0,1
6387,0,0,0,0,0,0,0,1
6388,0,0,0,0,0,0,0,1
6389,44.4444444444,0,0,0,0,0,0,1
6390,0,0,0,0,0,0,0,1
6391,33.3333333333,0,0,0,0,0,0,1
6392,20,0,0,0,0,0,0,1
6393,0,0,0,0,0,0,0,1
6394,0,0,0,0,0,0,0,1
6395,80,0,0,0,0,0,0,1
6396,0,0,0,0,0,0,0,1
6397,100,0,0,0,0,0,0,1
6398,0,0,0,0,0,0,0,1
6399,0,0,0,0,0,0,0,1
6400,0,0,0,0,0,0,0,1
6401,0,0,0,0,0,0,0,1
6402,0,0,0,0,0,0,0,0
6403,25,0,0,0,0,0,0,1
6404,16.6666666667,0,0,0,0,0,0,0
6405,0,0,0,0,0,0,0,0
6406,0,0,0,0,0,0,0,0
6407,0,0,0,0,0,0,0,0
6408,66.6666666667,0,0,0,0,0,0,0
6409,100,0,0,0,0,0,0,0
6410,100,0,0,0,0,0,0,0
6411,0,0,0,0,0,0,0,0
6412,16.6666666667,0,0,0,0,0,0,0
6413,40,0,0,0,0,0,0,0
6414,0,0,0,0,0,0,0,0
6415,100,0,0,0,0,0,0,0
6416,66.6666666667,0,0,0,0,0,0,0
6417,25,0,0,0,0,0,0,0
6418,50,0,0,0,0,0,0,0
6419,80,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0,0
6421,0,0,0,0,0,0,0,0
6422,0,0,0,0,0,0,0,0
6423,20,0,0,0,0,0,0,0
6424,0,0,0,0,0,0,0,0
6425,0,0,0,0,0,0,0,0
6426,0,0,0,0,0,0,0,0
6427,50,0,0,0,0,0,0,0
6428,0,0,0,0,0,0,0,0
6429,0,0,0,0,0,0,0,0
6430,33.3333333333,0,0,0,0,0,0,0
6431,100,0,0,0,0,0,0,0
6432,33.3333333333,0,0,0,0,0,0,0
6433,42.8571428571,0,0,0,0,0,0,0
6434,0,0,0,0,0,0,0,0
6435,0,0,0,0,0,0,0,0
6436,66.6666666667,0,0,0,0,0,0,1
6437,0,0,0,0,0,0,0,1
6438,0,0,0,0,0,0,0,1
6439,100,0,0,0,0,0,0,1
6440,0,0,0,0,0,0,0,0
6441,0,0,0,0,0,0,0,0
6442,0,0,0,0,0,0,0,0
6443,0,0,0,0,0,0,0,0
6444,0,0,0,0,0,0,0,0
6445,50,0,0,0,0,0,0,0
6446,33.3333333333,0,0,0,0,0,0,0
6447,0,0,0,0,0,0,0,0
6448,0,0,0,0,0,0,0,0
6449,40,0,0,0,0,0,0,0
6450,50,0,0,0,0,0,0,0
6451,0,0,0,0,0,0,0,0
6452,0,0,0,0,0,0,0,0
6453,0,0,0,0,0,0,0,0
6454,0,0,0,0,0,0,0,1
6455,0,0,0,0,0,0,0,0
6456,0,0,0,0,0,0,0,1
6457,0,0,0,0,0,0,0,1
6458,0,0,0,0,0,0,0,1
6459,0,0,0,0,0,0,0,1
6460,0,0,0,0,0,0,0,1
6461,0,0,0,0,0,0,0,1
6462,0,0,0,0,0,0,0,1
6463,62.5,0,0,0,0,0,0,0
6464,0,0,0,0,0,0,0,1
6465,0,0,0,0,0,0,0,1
6466,0,0,0,0,0,0,0,1
6467,0,0,0,0,0,0,0,1
6468,50,0,0,0,0,0,0,1
6469,81.8181818182,0,0,0,0,0,0,1
6470,0,0,0,0,0,0,0,1
6471,0,0,0,0,0,0,0,1
6472,33.3333333333,0,0,0,0,0,0,1
6473,0,0,0,0,0,0,0,1
6474,0,0,0,0,0,0,0,1
6475,0,0,0,0,0,0,0,1
6476,0,0,0,0,0,0,0,1
6477,0,0,0,0,0,0,0,1
6478,0,0,0,0,0,0,0,1
6479,0,0,0,0,0,0,0,1
6480,0,0,0,0,0,0,0,1
6481,0,0,0,0,0,0,0,1
6482,0,0,0,0,0,0,0,1
6483,0,0,0,0,0,0,0,1
6484,25,0,0,0,0,0,0,1
6485,0,0,0,0,0,0,0,1
6486,0,0,0,0,0,0,0,1
6487,0,0,0,0,0,0,0,0
6488,0,0,0,0,0,0,0,1
6489,0,0,0,0,0,0,0,0
6490,0,0,0,0,0,0,0,1
6491,20,0,0,0,0,0,0,1
6492,0,0,0,0,0,0,0,1
6493,0,0,0,0,0,0,0,1
6494,75,0,0,0,0,0,0,1
6495,41.6666666667,0,0,0,0,0,0,1
6496,0,0,0,0,0,0,0,1
6497,0,0,0,0,0,0,0,1
6498,0,0,0,0,0,0,0,1
6499,100,0,0,0,0,0,0,1
6500,0,0,0,0,0,0,0,1
6501,0,0,0,0,0,0,0,1
6502,0,0,0,0,0,0,0,1
6503,0,0,0,0,0,0,0,1
6504,0,0,0,0,0,0,0,1
6505,75,0,0,0,0,0,0,1
6506,0,0,0,0,0,0,0,1
6507,30.7692307692,0,0,0,0,0,0,1
6508,0,0,0,0,0,0,0,1
6509,0,0,0,0,0,0,0,1
6510,0,0,0,0,0,0,0,1
6511,0,0,0,0,0,0,0,1
6512,0,0,0,0,0,0,0,1
6513,0,0,0,0,0,0,0,1
6514,0,0,0,0,0,0,0,1
6515,5,0,0,0,0,0,0,1
6516,0,0,0,0,0,0,0,1
6517,75,0,0,0,0,0,0,1
6518,28.5714285714,0,0,0,0,0,0,1
6519,100,0,0,0,0,0,0,1
6520,0,0,0,0,0,0,0,1
6521,0,0,0,0,0,0,0,1
6522,0,0,0,0,0,0,0,1
6523,87.5,0,0,0,0,0,0,1
6524,0,0,0,0,0,0,0,1
6525,0,0,0,0,0,0,0,1
6526,33.3333333333,0,0,0,0,0,0,1
6527,0,0,0,0,0,0,0,1
6528,0,0,0,0,0,0,0,1
6529,0,0,0,0,0,0,0,1
6530,0,0,0,0,0,0,0,1
6531,0,0,0,0,0,0,0,1
6532,0,0,0,0,0,0,0,1
6533,81.25,0,0,0,0,0,0,1
6534,5.8823529412,0,0,0,0,0,0,1
6535,0,0,0,0,0,0,0,1
6536,0,0,0,0,0,0,0,1
6537,0,0,0,0,0,0,0,1
6538,0,0,0,0,0,0,0,1
6539,0,0,0,0,0,0,0,1
6540,0,0,0,0,0,0,0,0
6541,18.75,0,0,0,0,0,0,0
6542,16.6666666667,0,0,0,0,0,0,0
6543,0,0,0,0,0,0,0,0
6544,20,0,0,0,0,0,0,0
6545,15.3846153846,0,0,0,0,0,0,0
6546,20,0,0,0,0,0,0,0
6547,0,0,0,0,0,0,0,0
6548,0,0,0,0,0,0,0,0
6549,0,0,0,0,0,0,0,0
6550,12.5,0,0,0,0,0,0,0
6551,0,0,0,0,0,0,0,0
6552,0,0,0,0,0,0,0,0
6553,0,0,0,0,0,0,0,0
6554,20,0,0,0,0,0,0,0
6555,40,0,0,0,0,0,0,0
6556,0,0,0,0,0,0,0,0
6557,0,0,0,0,0,0,0,1
6558,50,0,0,0,0,0,0,1
6559,0,0,0,0,0,0,0,1
6560,28.5714285714,0,0,0,0,0,0,1
6561,38.4615384615,0,0,0,0,0,0,1
6562,0,0,0,0,0,0,0,1
6563,22.2222222222,0,0,0,0,0,0,1
6564,0,0,0,0,0,0,0,1
6565,0,0,0,0,0,0,0,1
6566,0,0,0,0,0,0,0,1
6567,0,0,0,0,0,0,0,1
6568,83.3333333333,0,0,0,0,0,0,1
6569,100,0,0,0,0,0,0,1
6570,60,0,0,0,0,0,0,1
6571,60,0,0,0,0,0,0,1
6572,90,0,0,0,0,0,0,1
6573,80,0,0,0,0,0,0,1
6574,0,0,0,0,0,0,0,1
6575,100,0,0,0,0,0,0,1
6576,75,0,0,0,0,0,0,1
6577,0,0,0,0,0,0,0,1
6578,50,0,0,0,0,0,0,1
6579,40,0,0,0,0,0,0,0
6580,0,0,0,0,0,0,0,0
6581,0,0,0,0,0,0,0,0
6582,0,0,0,0,0,0,0,0
6583,50,0,0,0,0,0,0,0
6584,50,0,0,0,0,0,0,0
6585,0,0,0,0,0,0,0,1
6586,0,0,0,0,0,0,0,1
6587,50,0,0,0,0,0,0,1
6588,100,0,0,0,0,0,0,1
6589,0,0,0,0,0,0,0,1
6590,0,0,0,0,0,0,0,1
6591,0,0,0,0,0,0,0,1
6592,25,0,0,0,0,0,0,1
6593,66.6666666667,0,0,0,0,0,0,1
6594,0,0,0,0,0,0,0,1
6595,0,0,0,0,0,0,0,1
6596,0,0,0,0,0,0,0,1
6597,0,0,0,0,0,0,0,1
6598,0,0,0,0,0,0,0,1
6599,0,0,0,0,0,0,0,1
6600,0,0,0,0,0,0,0,1
6601,0,0,0,0,0,0,0,1
6602,0,0,0,0,0,0,0,1
6603,0,0,0,0,0,0,0,1
6604,0,0,0,0,0,0,0,1
6605,20,0,0,0,0,0,0,1
6606,100,0,0,0,0,0,0,1
6607,0,0,0,0,0,0,0,1
6608,100,0,0,0,0,0,0,1
6609,100,0,0,0,0,0,0,1
6610,57.1428571429,0,0,0,0,0,0,1
6611,100,0,0,0,0,0,0,1
6612,83.3333333333,0,0,0,0,0,0,1
6613,0,0,0,0,0,0,0,1
6614,100,0,0,0,0,0,0,1
6615,80,0,0,0,0,0,0,1
6616,100,0,0,0,0,0,0,1
6617,0,0,0,0,0,0,0,1
6618,85.7142857143,0,0,0,0,0,0,1
6619,100,0,0,0,0,0,0,1
6620,0,0,0,0,0,0,0,1
6621,100,0,0,0,0,0,0,1
6622,100,0,0,0,0,0,0,1
6623,0,0,0,0,0,0,0,1
6624,0,0,0,0,0,0,0,1
6625,0,0,0,0,0,0,0,1
6626,0,0,0,0,0,0,0,1
6627,0,0,0,0,0,0,0,1
6628,25,0,0,0,0,0,0,1
6629,0,0,0,0,0,0,0,1
6630,0,0,0,0,0,0,0,1
6631,20,0,0,0,0,0,0,1
6632,0,0,0,0,0,0,0,1
6633,0,0,0,0,0,0,0,1
6634,25,0,0,0,0,0,0,1
6635,0,0,0,0,0,0,0,1
6636,50,0,0,0,0,0,0,1
6637,0,0,0,0,0,0,0,1
6638,5.8823529412,0,0,0,0,0,0,1
6639,23.8095238095,0,0,0,0,0,0,1
6640,0,0,0,0,0,0,0,1
6641,0,0,0,0,0,0,0,1
6642,0,0,0,0,0,0,0,1
6643,0,0,0,0,0,0,0,1
6644,0,0,0,0,0,0,0,1
6645,40,0,0,0,0,0,0,1
6646,66.6666666667,0,0,0,0,0,0,0
6647,25,0,0,0,0,0,0,0
6648,0,0,0,0,0,0,0,0
6649,25,0,0,0,0,0,0,0
6650,22.2222222222,0,0,0,0,0,0,0
6651,0,0,0,0,0,0,0,0
6652,0,0,0,0,0,0,0,0
6653,0,0,0,0,0,0,0,0
6654,0,0,0,0,0,0,0,0
6655,0,0,0,0,0,0,0,0
6656,0,0,0,0,0,0,0,0
6657,0,0,0,0,0,0,0,0
6658,0,0,0,0,0,0,0,0
6659,0,0,0,0,0,0,0,0
6660,0,0,0,0,0,0,0,0
6661,80,0,0,0,0,0,0,0
6662,0,0,0,0,0,0,0,0
6663,0,0,0,0,0,0,0,0
6664,0,0,0,0,0,0,0,0
6665,0,0,0,0,0,0,0,0
6666,0,0,0,0,0,0,0,0
6667,0,0,0,0,0,0,0,0
6668,0,0,0,0,0,0,0,0
6669,0,0,0,0,0,0,0,0
6670,0,0,0,0,0,0,0,0
6671,25,0,0,0,0,0,0,0
6672,33.3333333333,0,0,0,0,0,0,0
6673,0,0,0,0,0,0,0,0
6674,50,0,0,0,0,0,0,0
6675,0,0,0,0,0,0,0,0
6676,25,0,0,0,0,1,0,0
6677,0,0,0,0,0,1,0,0
6678,100,0,0,0,0,0,0,1
6679,33.3333333333,0,0,0,0,0,0,1
6680,100,0,0,0,0,0,0,1
6681,100,0,0,0,0,0,0,1
6682,100,0,0,0,0,0,0,1
6683,33.3333333333,0,0,0,0,0,0,1
6684,61.5384615385,0,0,0,0,0,0,1
6685,50,0,0,0,0,0,0,1
6686,0,0,0,0,0,0,0,1
6687,0,0,0,0,0,0,0,1
6688,0,0,0,0,0,0,0,1
6689,0,0,0,0,0,0,0,1
6690,0,0,0,0,0,0,0,1
6691,100,0,0,0,0,0,0,1
6692,0,0,0,0,0,0,0,1
6693,50,0,0,0,0,0,0,1
6694,100,0,0,0,0,0,0,1
6695,50,0,0,0,0,0,0,1
6696,0,0,0,0,0,0,0,1
6697,100,0,0,0,0,0,0,1
6698,0,0,0,0,0,0,0,1
6699,0,0,0,0,0,0,0,1
6700,0,0,0,0,0,0,0,1
6701,50,0,0,0,0,0,0,1
6702,0,0,0,0,0,0,0,1
6703,0,0,0,0,0,0,0,1
6704,52.9411764706,0,0,0,0,0,0,1
6705,30.7692307692,0,0,0,0,0,0,1
6706,100,0,0,0,0,0,0,1
6707,25,0,0,0,0,0,0,1
6708,0,0,0,0,0,0,0,1
6709,85.7142857143,0,0,0,0,0,0,1
6710,0,0,0,0,0,0,0,1
6711,80,0,0,0,0,0,0,1
6712,50,0,0,0,0,0,0,1
6713,0,0,0,0,0,0,0,1
6714,0,0,0,0,0,0,0,1
6715,0,0,0,0,0,0,0,1
6716,25,0,0,0,0,0,0,1
6717,0,0,0,0,0,0,0,1
6718,0,0,0,0,0,0,0,1
6719,0,0,0,0,0,0,0,1
6720,50,0,0,0,0,0,0,1
6721,75,0,0,0,0,0,0,0
6722,0,0,0,0,0,0,0,0
6723,0,0,0,0,0,0,0,0
6724,0,0,0,0,0,0,0,0
6725,0,0,0,0,0,0,0,0
6726,0,0,0,0,0,0,0,0
6727,0,0,0,0,0,0,0,0
6728,0,0,0,0,0,0,0,0
6729,0,0,0,0,0,0,0,0
6730,20,0,0,0,0,0,0,0
6731,0,0,0,0,0,0,0,0
6732,0,0,0,0,0,0,0,0
6733,0,0,0,0,0,0,0,1
6734,60.8695652174,0,0,0,0,0,0,1
6735,28.5714285714,0,0,0,0,0,0,1
6736,31.25,0,0,0,0,0,0,1
6737,0,0,0,0,0,0,0,1
6738,0,0,0,0,0,0,0,1
6739,0,0,0,0,0,0,0,1
6740,22.2222222222,0,0,0,0,0,0,1
6741,0,0,0,0,0,0,0,1
6742,0,0,0,0,0,0,0,1
6743,0,0,0,0,0,0,0,1
6744,0,0,0,0,0,0,0,1
6745,0,0,0,0,0,0,0,1
6746,0,0,0,0,0,0,0,1
6747,0,0,0,0,0,1,0,0
6748,0,0,0,0,0,1,0,0
6749,0,0,0,0,0,1,0,0
6750,0,0,0,0,0,1,0,0
6751,0,0,0,0,0,1,0,0
6752,0,0,0,0,0,1,0,0
6753,40,0,0,0,0,1,0,0
6754,0,0,0,0,0,1,0,0
6755,0,0,0,0,0,1,0,0
6756,50,0,0,0,0,1,0,0
6757,75,0,0,0,0,1,0,0
6758,0,0,0,0,0,1,0,0
6759,0,0,0,0,0,1,0,0
6760,0,0,0,0,0,1,0,0
6761,57.1428571429,0,0,0,0,1,0,0
6762,0,0,0,0,0,1,0,0
6763,0,0,0,0,0,1,0,0
6764,0,0,0,0,0,1,0,0
6765,63.6363636364,0,0,0,0,1,0,0
6766,0,0,0,0,0,1,0,0
6767,0,0,0,0,0,1,0,0
6768,42.8571428571,0,0,0,0,1,0,0
6769,33.3333333333,0,0,0,0,0,0,1
6770,0,0,0,0,0,0,0,1
6771,0,0,0,0,0,0,0,1
6772,0,0,0,0,0,0,0,1
6773,0,0,0,0,0,0,0,1
6774,25,0,0,0,0,0,0,1
6775,0,0,0,0,0,0,0,1
6776,33.3333333333,0,0,0,0,0,0,1
6777,0,0,0,0,0,0,0,1
6778,0,0,0,0,0,0,0,1
6779,0,0,0,0,0,0,0,1
6780,0,0,0,0,0,0,0,1
6781,75,0,0,0,0,0,0,1
6782,0,0,0,0,0,0,0,1
6783,66.6666666667,0,0,0,0,0,0,1
6784,12.5,0,0,0,0,0,0,1
6785,100,0,0,0,0,0,0,1
6786,100,0,0,0,0,0,0,1
6787,66.6666666667,0,0,0,0,0,0,1
6788,0,0,0,0,0,0,0,1
6789,0,0,0,0,0,0,0,1
6790,20,0,0,0,0,0,0,1
6791,0,0,0,0,0,1,0,0
6792,0,0,0,0,0,1,0,0
6793,0,0,0,0,0,1,0,0
6794,0,0,0,0,0,1,0,0
6795,0,0,0,0,0,1,0,0
6796,0,0,0,0,0,1,0,0
6797,10.3448275862,0,0,0,0,1,0,0
6798,0,0,0,0,0,1,0,0
6799,0,0,0,0,0,1,0,0
6800,20,0,0,0,0,1,0,0
6801,35.1851851852,0,0,0,0,1,0,0
